name,asset_description,tag_list,value,profit,price,recent_high_30d,recent_low_30d,pct_drawdown,volatility_30d,price_vs_ma_50,ma_30,ma_50,dca_bias,trend,data_date
IH2Ol_EQ,iShares Global Water (Dist),,31.46,1.0,5705.98,5725.0,5705.98,-0.003322270742358155,0.0005744574639791097,-0.003193286565360432,5723.765333333333,5724.2592,0.002995895743721161,Bearish,2026-02-04 08:15:14.732099+00:00
UNH_US_EQ,UnitedHealth,,21.74,-4.23,282.91,283.33,282.76,-0.0014823703808278653,0.0003704694251433728,-0.0002954130411429442,283.03633333333335,282.9936,0.0008963973493854477,Bullish,2026-02-04 08:15:14.732099+00:00
AAPL_US_EQ,Apple,Akin,13.37,1.41,270.15,270.21,268.75,-0.00022204951704230886,0.000588937841625362,0.0034663512826836936,269.23833333333334,269.2168,-0.001216621970389787,Bullish,2026-02-04 08:15:14.732099+00:00
MSFT_US_EQ,Microsoft,,13.85,-2.88,414.62,414.7,413.02,-0.00019291053773808558,0.000630249503533033,0.0030938120855118958,413.6476666666667,413.3412,-0.0010780446149824124,Bullish,2026-02-04 08:15:14.732099+00:00
VUSAl_EQ,Vanguard S&P 500 (Dist),,496.16,15.35,95.7524,95.98,95.7524,-0.0023713273598667383,0.0003014631897752646,-0.002301619448427137,95.96882333333333,95.97329400000001,0.0021364577782817503,Bearish,2026-02-04 08:15:14.732099+00:00
WQTMd_EQ,WisdomTree Quantum Computing (Acc),,60.58,-4.41,26.256,26.256,26.22,0.0,0.00018118969881617894,0.0013279341356872516,26.221966666666667,26.22118,-0.0005130546843932828,Bullish,2026-02-04 08:15:14.732099+00:00
IWDPl_EQ,iShares Developed Markets Property Yield (Dist),,62.66,0.62,1810.8,1812.9,1801.5,-0.0011583650504716954,0.0011816892371543763,0.004931422920294735,1802.1899999999998,1801.914,-0.001275217719166609,Bullish,2026-02-04 08:15:14.732099+00:00
VUKGl_EQ,Vanguard FTSE 100 (Acc),,189.72,21.71,54.631,54.631,54.31,0.0,0.0007560270809637687,0.005724220481346948,54.32676666666667,54.320060000000005,-0.0022140854844424026,Bullish,2026-02-04 08:15:14.732099+00:00
PLTR_US_EQ,Palantir,,10.87,-0.55,157.68,158.72,156.25,-0.00655241935483866,0.001584031031689292,0.006274537833574206,157.09366666666668,156.6968,0.0009247976471585765,Bullish,2026-02-04 08:15:14.732099+00:00
VWRPl_EQ,Vanguard FTSE All-World (Acc),,332.03,12.23,127.819,127.819,127.64,0.0,0.00020192930902762524,0.0013675487941348157,127.6474,127.64443999999999,-0.0005268265867511637,Bullish,2026-02-04 08:15:14.732099+00:00
TSM_US_EQ,Taiwan Semiconductor Manufacturing,,36.25,7.56,338.14,338.18,336.76,-0.00011828020580761861,0.00048206182677639994,0.0030619285581644476,337.4603333333333,337.1078,-0.0011174251376843299,Bullish,2026-02-04 08:15:14.732099+00:00
AIAIl_EQ,L&G Artificial Intelligence (Acc),,95.92,0.14,27.929,27.929,27.825,0.0,0.0005328691551657687,0.0036065008719793324,27.831059999999997,27.828636000000003,-0.001389313433275156,Bullish,2026-02-04 08:15:14.732099+00:00
INTLl_EQ,WisdomTree Artificial Intelligence (Acc),,247.04,16.14,6529.8,6529.8,6524.0,0.0,0.0001623130407485397,0.0008534337834706385,6524.386666666667,6524.232,-0.00032514220931340146,Bullish,2026-02-04 08:15:14.732099+00:00
BMT1d_EQ,British American Tobacco,,27.64,3.4,52.7,52.8,52.4,-0.0018939393939392864,0.0014474775935318894,0.005456557408326182,52.42333333333333,52.413999999999994,-0.0010909055070076404,Bullish,2026-02-04 08:15:14.732099+00:00
IWSZl_EQ,iShares MSCI World Mid-Cap Equal Weight (Acc),,93.55,4.64,56.91,56.91,56.91,0.0,0.0,0.0,56.91,56.91,0.0,Bearish,2026-02-04 08:15:14.732099+00:00
NVDd_EQ,Nvidia,Sample Tag_5578,76.08,1.92,152.11,152.22,151.87,-0.0007226382866902196,0.0005175176061396154,-0.0006622394731516584,152.20466666666667,152.2108,0.0006779666932197347,Bearish,2026-02-04 08:15:14.732099+00:00
ASMLa_EQ,ASML,Core,15.1,2.93,1188.7,1191.5,1188.7,-0.0023499790180444434,0.0004664063554022403,-0.0014180250472953983,1190.38,1190.388,0.001788840163480605,Bearish,2026-02-04 08:15:14.732099+00:00
VGWEd_EQ,Vanguard FTSE All-World High Dividend Yield (Acc),,106.89,10.34,83.87,83.87,83.65,0.0,0.00045811150845935717,0.002526936860047832,83.66433333333335,83.6586,-0.0009649635931731971,Bullish,2026-02-04 08:15:14.732099+00:00
AIRp_EQ,Airbus,,8.58,-0.4,190.79,190.79,190.24,0.0,0.00048058806406002134,0.0027803911468980394,190.275,190.26100000000002,-0.0010640976523532135,Bullish,2026-02-04 08:15:14.732099+00:00
SFGYY_US_EQ,Sony Financial Group,,6.87,0.52,4.87,4.87,4.87,0.0,0.0,0.0,4.87,4.87,0.0,Bearish,2026-02-04 08:15:14.732099+00:00
TSLA_US_EQ,Tesla,,12.27,0.72,421.14,421.46,419.67,-0.0007592654107151169,0.0005825128513934345,0.0017378298391995547,420.5963333333333,420.4094,-0.00025724794518292,Bullish,2026-02-04 08:15:14.732099+00:00
SC0Ud_EQ,Invesco STOXX Europe 600 Optimised Banks (Acc),new,49.81,7.54,222.38,222.38,221.23,0.0,0.0009822465594842224,0.003917617178647444,221.52033333333333,221.5122,-0.0014688222155105556,Bullish,2026-02-04 08:15:14.732099+00:00
FB_US_EQ,Meta Platforms,,13.45,-0.08,693.03,693.2,691.48,-0.0002452394691287835,0.00039384679998420914,0.0016233400220954572,692.3423333333334,691.9068,-0.00048733159427537026,Bullish,2026-02-04 08:15:14.732099+00:00
ALVd_EQ,Allianz,,9.7,0.48,387.0,387.0,382.4,0.0,0.0015469626390681745,0.011643044235203107,382.6433333333333,382.546,-0.004502521430174425,Bullish,2026-02-04 08:15:14.732099+00:00
EA_US_EQ,Electronic Arts,,12.72,1.99,201.84,201.97,201.59,-0.0006436599494974276,0.00036748028747901563,0.00024679097399182284,201.76166666666668,201.7902,0.00025986161389988623,Bearish,2026-02-04 08:15:14.732099+00:00
AMZN_US_EQ,Amazon,,12.58,0.7,239.75,239.94,239.1,-0.0007918646328248635,0.0004668127875968517,0.0019206788070060257,239.501,239.2904,-0.00032565792763029346,Bullish,2026-02-04 08:15:14.732099+00:00
KO_US_EQ,Coca-Cola,,27.77,2.26,76.88,76.98,76.78,-0.001299038711353709,0.0003545651961125342,0.00014049840508277748,76.90066666666667,76.8692,0.0006287765132549969,Bullish,2026-02-04 08:15:14.732099+00:00
WCLDm_EQ,WisdomTree Cloud Computing (Acc),,79.84,-23.15,23.417,23.42,23.417,-0.0001280956447480834,2.3386958048907872e-05,-0.00012297244904760842,23.419800000000002,23.419880000000003,0.00011557549779797586,Bearish,2026-02-04 08:15:14.732099+00:00
VAGSl_EQ,Vanguard Global Aggregate Bond (Acc),,93.47,1.44,25.849,25.849,25.825,0.0,0.00016967204104711772,0.0009107284743594821,25.8258,25.82548,-0.00034732418563908113,Bullish,2026-02-04 08:15:14.732099+00:00
HCHSl_EQ,HSBC MSCI CHINA (Acc),akin,180.79,-0.95,6.813,6.837,6.813,-0.0035103115401491913,0.0004851120937651912,-0.0033907825715531158,6.835633333333333,6.83618,0.003159980008072361,Bearish,2026-02-04 08:15:14.732099+00:00
EMIDl_EQ,iShares MSCI Europe Mid Cap (Dist),,124.14,7.67,7.78,7.78,7.75,0.0,0.0004917786871598351,0.0037518126880422505,7.751533333333333,7.75092,-0.0014515472065009167,Bullish,2026-02-04 08:15:14.732099+00:00
NKE_US_EQ,Nike,,23.99,-4.09,61.22,61.22,61.08,0.0,0.00021189739075597424,0.0021870661882185585,61.12566666666667,61.086400000000005,-0.000853636736211826,Bullish,2026-02-04 08:15:14.732099+00:00
